,Account,Date,Text,Compound Score,Positive Score,Negative Score,Neutral Score
303,FoxNews,06/04/2018,".@BradSherman: ""Once we get comprehensive immigration reform, then California will fully cooperate. Why are we tryi… https://t.co/UVpN6T1FvV",0.25,0.111,0.0,0.889
304,FoxNews,06/04/2018,".@GovernorDavis on immigration in California: ""The state has one obligation, to reduce crime. To get crime solved,… https://t.co/2hrnxWy6X4",-0.7906,0.0,0.304,0.696
305,FoxNews,06/04/2018,".@AntonioSabatoJr: ""There's a difference between legal and illegal immigration."" @NextRevFNC https://t.co/97nm2kxvIo",-0.4767,0.115,0.275,0.611
306,FoxNews,06/04/2018,".@KennedyNation on Russia probe: ""I think John Brennan, like James @Comey, they think they're saviors of these gild… https://t.co/BRe4zHXYfq",0.3612,0.122,0.0,0.878
307,FoxNews,06/04/2018,".@KennedyNation: ""There's always a disconnect between the way Washington sees the economy and the way families see… https://t.co/fMdKTR67GY",0.0,0.0,0.0,1.0
308,FoxNews,06/04/2018,"High school biology teacher, 34, accused of having sex with student https://t.co/1TNSKr6P6S",-0.296,0.0,0.167,0.833
309,FoxNews,06/04/2018,Portland sees bloody fighting as Antifa activists storm Patriot Prayer rally https://t.co/KUondrTvuy,-0.6597,0.0,0.351,0.649
310,FoxNews,06/04/2018,Patriotic Business Pushes Back After Town Tells It to Remove 'Excessive' American Flags https://t.co/xdQLQoXMUI,0.0,0.0,0.0,1.0
311,FoxNews,06/04/2018,OPINION: Here are ten ways to pray for our high school graduates  https://t.co/RNcYMNtV7K,0.3182,0.161,0.0,0.839
312,FoxNews,06/04/2018,"Dallas woman says she killed husband for beating their pet cat, cops say https://t.co/xOMiV6fqIb",-0.8176,0.0,0.385,0.615
313,FoxNews,06/04/2018,"'Fight Club' author learns big reason why he's broke, apologizes https://t.co/1Ex6FK8BBZ",-0.4404,0.157,0.34,0.503
314,FoxNews,06/04/2018,'Solo: A Star Wars Story' plummeting at the box office https://t.co/9ANVkdsv65,-0.5574,0.0,0.286,0.714
315,FoxNews,06/04/2018,"RT @FoxNewsResearch: African-American Unemployment Rate:
•May 2010: 15.5%
•May 2011: 16.3%
•May 2012: 13.5%
•May 2013: 13.4%
•May 2014: 11.…",-0.4404,0.0,0.132,0.868
316,FoxNews,06/04/2018,"RT @FoxNewsResearch: U.S. Share of Global Military Spending
—2017—
•Ranks as world's top spender
•$610 billion, 35% of global share
•Down f…",0.6369,0.246,0.0,0.754
317,FoxNews,06/03/2018,Legal bare-knuckle boxing kicks off in Wyoming https://t.co/GVeQhrZmC5,0.128,0.176,0.0,0.824
318,FoxNews,06/03/2018,"Guatemala volcano kills at least 6, covers villages in ash https://t.co/P8GiPf4XJS",-0.5423,0.0,0.259,0.741
319,FoxNews,06/03/2018,".@larry_kudlow on NK summit: ""The key point is that we're sitting down. And the second key point is that the presid… https://t.co/RB2obq3U66",0.0,0.0,0.0,1.0
320,FoxNews,06/03/2018,".@larry_kudlow on tariffs: ""If you don't have a level playing field, you can't operate free trade."" #FoxNewsSunday… https://t.co/xaRSsCUxi4",-0.5096,0.0,0.223,0.777
321,FoxNews,06/03/2018,MONDAY: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! #Hannity https://t.co/KRHjcUfAdo,0.3595,0.151,0.0,0.849
322,FoxNews,06/03/2018,.@Lavarbigballer has a message for @NFL players who disapprove of the national anthem policy — stand up or get out.… https://t.co/bvsrVr1XAc,0.0,0.0,0.0,1.0
323,FoxNews,06/03/2018,".@CLewandowski_: ""@POTUS has offered to sit down with the Mueller investigators but he has said...they want to unde… https://t.co/pmHg7lWqdF",0.1154,0.075,0.0,0.925
324,FoxNews,06/03/2018,"Despair, hope and drugs in America: Is anyone safe? https://t.co/efhC6Z0YJx",0.5423,0.384,0.152,0.464
325,FoxNews,06/03/2018,Alabama death row inmate apparently commits suicide by hanging himself in jail cell https://t.co/cUmLPCZfvj,-0.8519,0.054,0.41,0.537
326,FoxNews,06/03/2018,Bill Clinton says impeachment hearings would have begun already if a Democrat were president  https://t.co/TWY3zf1R6R,0.0,0.0,0.0,1.0
327,FoxNews,06/03/2018,"#RoyalWedding expert 'Thomas J. Mace-Archer-Mills' is actually 'Tommy' from NY, reports say https://t.co/Lc2etr4Y3T",0.0,0.0,0.0,1.0
328,FoxNews,06/03/2018,.@jimmyfallon gives surprise speech at Stoneman Douglas graduation https://t.co/B1x3Xe3gAQ,0.2732,0.208,0.0,0.792
329,FoxNews,06/03/2018,Michael Goodwin: James Comey isn't above the law https://t.co/kxnW3mn3t1,0.0,0.0,0.0,1.0
330,FoxNews,06/03/2018,Sales for @MariahCarey's Vegas shows are 'a disaster'  https://t.co/eakfBAynqA,-0.6249,0.0,0.339,0.661
331,FoxNews,06/03/2018,.@dangainor: Roseanne Barr is off TV but Samantha Bee is still on -- just another example of the media’s double sta… https://t.co/k0zJOYKFBV,0.0,0.0,0.0,1.0
332,FoxNews,06/03/2018,".@JonHuntsman: ""@POTUS has stated before that he would like to get together with President Putin at some point and… https://t.co/vFLvPFl61l",0.3612,0.116,0.0,0.884
333,FoxNews,06/03/2018,"A young girl couldn't wait to greet her relative from the 4th Infantry Brigade Combat Team (Airborne), 25th Infantr… https://t.co/YyaxfO0Swb",-0.5207,0.0,0.204,0.796
334,FoxNews,06/03/2018,Peggy Noonan: America’s lost faith in itself. We can bring it back https://t.co/GToL36Lo1U,0.128,0.174,0.143,0.683
335,FoxNews,06/03/2018,".@JonHuntsman: ""Every foreign policy pundit and analyst who would've been asked a few years ago never would've pred… https://t.co/aHYUQ9LjRl",0.0,0.0,0.0,1.0
336,FoxNews,06/03/2018,".@SpeakerBoehner: ""There is no Republican Party. There's a Trump Party. The Republican Party is kind of taking a na… https://t.co/t6BB7dX92H",0.7096,0.333,0.091,0.576
337,FoxNews,06/03/2018,LaVar Ball to NFL Protesters: Stand for the National Anthem or 'Get Out' https://t.co/AYm4GvFKj1,-0.2263,0.0,0.128,0.872
338,FoxNews,06/03/2018,".@newtgingrich: ""I would predict today we're closer to a red wave than a #bluewave in terms of the fall campaign."" https://t.co/9zNrDbRLrz",0.0,0.0,0.0,1.0
339,FoxNews,06/03/2018,".@MariaBartiromo: ""We're talking about almost 5% economic growth - there is NOTHING that @NancyPelosi just said tha… https://t.co/J8nyvBfZhG",0.3262,0.127,0.0,0.873
340,FoxNews,06/03/2018,‘Despair and Hope in America: Fox News Investigates’ – Watch this preview and don't miss part one of this special s… https://t.co/UEGUdqxe7n,0.7557,0.293,0.0,0.707
341,FoxNews,06/03/2018,".@BillClinton Pushes Back on Gillibrand Saying He Should've Resigned Over Lewinsky Scandal 
 https://t.co/4kE4PRGO5Y",-0.5994,0.0,0.308,0.692
342,FoxNews,06/03/2018,Three stranded in Kilauea lava zone are airlifted; cops cite 7 others for loitering near lava https://t.co/1g23BSVdGA,0.0,0.0,0.0,1.0
343,FoxNews,06/03/2018,"On ""Justice,"" Anthony @Scaramucci reflected on the controversial comments made by Samantha Bee against @IvankaTrump… https://t.co/YTvgKpD0gr",-0.2023,0.0,0.107,0.893
344,FoxNews,06/03/2018,"Jonathan Wachtel on North Korea: ""We could have a move toward having nuclear energy as an option for them.""… https://t.co/fHiCDcmtP4",0.2732,0.104,0.0,0.896
345,FoxNews,06/03/2018,"Jonathan Wachtel: ""The nuclear arsenal that Kim Jong Un has now is his life insurance."" https://t.co/PZcpa5sWSO https://t.co/w9jziej6ct",0.0,0.0,0.0,1.0
346,FoxNews,06/03/2018,Prostitutes and British tourists in violent clashes at notorious party resort in Spain https://t.co/wvZY80yD3o,-0.6249,0.132,0.332,0.537
347,FoxNews,06/03/2018,Suspect arrested after gunfire heard near San Diego marathon; police say no ongoing threat https://t.co/osWYIuwc6H https://t.co/cAYUcCVzhM,-0.872,0.0,0.476,0.524
348,FoxNews,06/03/2018,"Despite drop-ins by Alec Baldwin, Robert De Niro, Mississippi election season sees unexpected star: civility https://t.co/Dwg6cI0ReS",0.0,0.0,0.0,1.0
349,FoxNews,06/03/2018,".@DineshDSouza: ""My favorite term is the 'double jeopardy loophole' - so this basic Constitutional protection, Ed,… https://t.co/mvQ27GnIkG",-0.0258,0.149,0.154,0.697
350,FoxNews,06/03/2018,BREAKING: Suspect arrested after shots heard near finish line of San Diego marathon https://t.co/iNx7E3VwAY,-0.6486,0.0,0.306,0.694
351,FoxNews,06/03/2018,Maine police rescue a dozen ducklings from sewer grate https://t.co/mHTl5sJj1x,0.5106,0.292,0.0,0.708
352,FoxNews,06/03/2018,"Remains of 8 veterans, long unclaimed, buried in San Antonio  https://t.co/1K6hmW1iaP",0.0,0.0,0.0,1.0
353,FoxNews,06/03/2018,"Many breast cancer patients can skip chemo, big study finds https://t.co/Ybfe9SItCf",-0.6597,0.0,0.306,0.694
354,FoxNews,06/03/2018,"Dallas woman says she killed husband for beating their pet cat, cops say https://t.co/ifDwufNs4s",-0.8176,0.0,0.385,0.615
355,FoxNews,06/03/2018,"Peter Navarro: ""No president has fought the war on poverty better than Donald J. Trump."" https://t.co/ANE9uICCZl",-0.8316,0.113,0.457,0.43
356,FoxNews,06/03/2018,San Diego marathon scare: Gunfire reported from rooftop overlooking race https://t.co/iNx7E3VwAY,-0.4939,0.0,0.242,0.758
357,FoxNews,06/03/2018,"On ""Justice,"" @RealCandaceO told @JudgeJeanine how difficult it is to be a conservative on campus today.… https://t.co/OmHTQgUTpk",-0.3612,0.0,0.143,0.857
358,FoxNews,06/03/2018,Police hunt murder suspect in Connecticut mom's killing https://t.co/ERPKCcBc3d,-0.9062,0.0,0.653,0.347
359,FoxNews,06/03/2018,".@brithume on NK summit: ""I think the president's seeming eagerness for all of this to go forward is a little troub… https://t.co/BQgWhWVAIc",0.4019,0.119,0.0,0.881
360,FoxNews,06/03/2018,".@larry_kudlow: ""In the world trade game, rule breaking is all over the place. That's why I think that the presiden… https://t.co/O08Fq0HcML",0.0,0.0,0.0,1.0
361,FoxNews,06/03/2018,May jobs report. #FoxNewsSunday https://t.co/XIIaQOe6FA,0.0,0.0,0.0,1.0
362,FoxNews,06/03/2018,".@larry_kudlow on tariffs: ""The NAFTA talks haven't broken down. We're still having those conversations. And we're… https://t.co/lpIf0oleor",0.3724,0.138,0.0,0.862
363,FoxNews,06/03/2018,President @realDonaldTrump's tariffs. #FoxNewsSunday https://t.co/3VOpeAr4uq,0.0,0.0,0.0,1.0
364,FoxNews,06/03/2018,".@larry_kudlow on tariffs: ""if you don't have a level playing field, you can't operate free trade."" #FoxNewsSunday… https://t.co/AKp6N4lKH0",-0.5096,0.0,0.223,0.777
365,FoxNews,06/03/2018,.@newtgingrich: We're Closer to a 'Red Wave' Than a 'Blue Wave' in November https://t.co/LrJ2rP94jo,0.0,0.0,0.0,1.0
366,FoxNews,06/03/2018,".@larry_kudlow on tariffs: ""The World Trade Organization, which sets these rules, has been totally ineffectual. It… https://t.co/4J0aWxCQp3",-0.3597,0.0,0.135,0.865
367,FoxNews,06/03/2018,".@larry_kudlow on tariff retaliation threats: ""This is a trade dispute, if you will. It can be solved if people wor… https://t.co/3PpUplTxAM",-0.5267,0.085,0.224,0.691
368,FoxNews,06/03/2018,".@larry_kudlow on tariffs: ""[@POTUS] has declared our steel industry a national security matter and he hopes throug… https://t.co/AcOaSsJIL5",0.6486,0.31,0.0,0.69
369,FoxNews,06/03/2018,"@larry_kudlow on NK summit: ""Now, as we head into the negotiations, I think the president is being very realistic a… https://t.co/KuXXjYC7bW",0.0,0.0,0.0,1.0
370,FoxNews,06/03/2018,"After Roseanne's racist tweet, Obama ally Valerie Jarrett starts wooing voters https://t.co/NWJbG0Oaax",-0.6124,0.0,0.267,0.733
371,FoxNews,06/03/2018,MONDAY: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! #Hannity https://t.co/rHd4sahcys,0.3595,0.151,0.0,0.849
372,FoxNews,06/03/2018,".@larry_kudlow on NK summit: ""The key point is that we're sitting down. And the second key point is that the presid… https://t.co/AyXMO2idNl",0.0,0.0,0.0,1.0
373,FoxNews,06/03/2018,"On ""Sunday Morning Futures,"" Rep. @DevinNunes, a Republican from California, weighed on in Google, which came under… https://t.co/xx73c5i32z",0.0,0.0,0.0,1.0
374,FoxNews,06/03/2018,Dog found dead in crate during Delta Air Lines layover for cross-country flight https://t.co/a3noVwIITC,-0.6486,0.0,0.249,0.751
375,FoxNews,06/03/2018,".@CLewandowski_ on @POTUS' pardons: ""Under the Constitution, he has the legal authority to pardon anybody. That's a… https://t.co/vIIhFd7asa",0.6486,0.343,0.0,0.657
376,FoxNews,06/03/2018,".@CLewandowski_: ""[President @realDonaldTrump] clearly respects the rule of law in the country. There's no question… https://t.co/xR7ef4FAKJ",0.4215,0.248,0.109,0.644
377,FoxNews,06/03/2018,".@CLewandowski_: ""@POTUS has offered to sit down with the Mueller investigators but he has said...they want to unde… https://t.co/l6KMXxyPmZ",0.1154,0.075,0.0,0.925
378,FoxNews,06/03/2018,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part one of this special series on ‘Fox Report,’… https://t.co/mcfNj4pofE",0.7557,0.305,0.0,0.695
379,FoxNews,06/03/2018,Idaho teacher accused of feeding live puppy to turtle faces charge https://t.co/EpND6hOisM,-0.296,0.0,0.167,0.833
380,FoxNews,06/03/2018,"Robert Mueller needs to 'man up,' avoid pulling 'another Comey' as Russia probe wraps up, Giuliani says https://t.co/fpgGFOr8hv",-0.296,0.0,0.115,0.885
381,FoxNews,06/03/2018,".@RealCandaceO: ""You see so many students that are speaking out saying that their professors are upset with them fo… https://t.co/hiZ0QV4gSH",-0.3818,0.0,0.12,0.88
382,FoxNews,06/03/2018,"""Last month, 200,000 more black Americans had jobs than they had the month before. Absolutely remarkable.""

On… https://t.co/JbmpugFzFB",0.0,0.0,0.0,1.0
383,FoxNews,06/03/2018,".@Scaramucci: ""What hasn't been mentioned all week is that President Clinton also pardoned his brother Roger Clinto… https://t.co/NwjQAq0hCW",0.2263,0.101,0.0,0.899
384,FoxNews,06/03/2018,Georgia cop fired after hitting suspect fleeing on foot with his patrol car https://t.co/xUjCCiJr38,-0.7003,0.0,0.326,0.674
385,FoxNews,06/03/2018,".@KellyannePolls: ""One eighth of our U.S. Circuit Court now includes a Trump judge."" https://t.co/QApBQwuHG8",0.0,0.0,0.0,1.0
386,FoxNews,06/03/2018,".@Peggynoonannyc: America’s lost faith in itself. We can bring it back
https://t.co/OKrBq90KYc",0.128,0.185,0.152,0.662
387,FoxNews,06/03/2018,"Woman, childhood best friend are revealed to be half-siblings https://t.co/WHVft0PrH0",0.8126,0.481,0.0,0.519
388,FoxNews,06/03/2018,"TONIGHT: A brand new ""Life, Liberty, and Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/KcIyJeV36Z",0.5707,0.17,0.0,0.83
389,FoxNews,06/03/2018,".@cvpayne: ""Last month, 76,000 blacks entered the labor force. The unemployment rate for black Americans went to an… https://t.co/0o5Fp0Ke7T",-0.4404,0.0,0.139,0.861
390,FoxNews,06/03/2018,"On @NextRevFNC, @SteveHiltonx investigates Gov. Jerry Brown's policies and their effect on California. Tune in toni… https://t.co/P2SpGanG8M",0.0,0.0,0.0,1.0
391,FoxNews,06/03/2018,".@SpeakerBoehner: ""There is no Republican Party. There's a Trump Party. The Republican Party is kind of taking a na… https://t.co/fr6L4MPCmb",0.7096,0.333,0.091,0.576
392,FoxNews,06/03/2018,"'Builder to the stars,' his wife among 4 feared dead after plane crashes off New York coast https://t.co/ZoreukG5Yn",-0.8176,0.0,0.333,0.667
393,FoxNews,06/03/2018,"On ""Sunday Morning Futures,"" @WhiteHouse Trade Policy Director Peter Navarro praised President @realDonaldTrump's e… https://t.co/H2hR2LtS9D",0.4939,0.186,0.0,0.814
394,FoxNews,06/03/2018,".@NancyPelosi hits bonuses, tax benefits as ""crumbs."" https://t.co/zNcp4a2nBn",0.7351,0.508,0.0,0.492
395,FoxNews,06/03/2018,"The team you trust. The network you love.

Watch 'Hannity,' weeknights at 9p ET on Fox News Channel. https://t.co/7tl5PucYOi",0.8176,0.306,0.0,0.694
396,FoxNews,06/03/2018,".@newtgingrich: ""Menendez in NJ is in trouble because of his scandals. I think we're very likely to pick up Florida… https://t.co/BABYpgEew5",-0.7096,0.0,0.247,0.753
397,FoxNews,06/03/2018,".@GovMikeHuckabee: ""All we need to do is take [@NancyPelosi's] words, put it on television, and play it over and ov… https://t.co/ifefT3tVsb",0.34,0.107,0.0,0.893
398,FoxNews,06/03/2018,"TONIGHT: 'Legends &amp; Lies' Returns With a Riveting Look at John Wilkes Booth - Hosted by Brian @Kilmeade, it all beg… https://t.co/1WcXoiI59q",-0.4215,0.0,0.128,0.872
399,FoxNews,06/03/2018,Indiana police officers support daughter of fallen trooper at graduation more than 10 years after his death https://t.co/8330yRYoPf,-0.5719,0.112,0.266,0.622
400,nytimes,06/04/2018,"""Kanye West still has a streak of compassion and empathy, in the rare moments when he’s not thinking only of himsel… https://t.co/CneahhQiG2",0.4588,0.13,0.0,0.87
401,nytimes,06/04/2018,"Read the full text of the letter sent by President Trump’s lawyers to the special counsel, Robert Mueller. Our repo… https://t.co/PyATBcRlXV",0.4019,0.119,0.0,0.881
402,nytimes,06/04/2018,"The New York Times's summer reading list is here to browse:
 
Thrillers
Cooking 
True Crime
Movies &amp; TV
Romance
Tra… https://t.co/p8h7Wse551",0.4588,0.268,0.125,0.607
403,nytimes,06/04/2018,Slovenia Elections Tilt Another European Country to the Right https://t.co/TFunNGI03j,0.0,0.0,0.0,1.0
404,nytimes,06/04/2018,"RT @mikiebarb: Tomorrow we begin a powerful five-part, week-long series on The Daily -- like nothing we've done before. It's about a city a…",0.6486,0.209,0.0,0.791
405,nytimes,06/04/2018,"RT @NYTSports: Once again, @TheSteinLine and @BenHoffmanNYT bring you their view of the NBA finals in real time. https://t.co/Ls56JcfMOU",0.0,0.0,0.0,1.0
406,nytimes,06/04/2018,Why Is Trump ‘Not Important’ in Mexico Election? All Candidates Are Against Him https://t.co/2u10DZyzrv,0.0,0.0,0.0,1.0
407,nytimes,06/04/2018,"The New York Times review of ""The President Is Missing,"" a thriller and escapist fairy tale co-written by Bill Clin… https://t.co/5Th4xtlMDL",0.1027,0.069,0.0,0.931
408,nytimes,06/04/2018,The Shame in Puerto Rico https://t.co/GfovgSUXIe,-0.4767,0.0,0.383,0.617
409,nytimes,06/04/2018,"Young adults are not only marrying and having children later in life than previous generations, but taking more tim… https://t.co/dO25Frw5jB",0.0,0.0,0.0,1.0
410,nytimes,06/04/2018,3 women say they were led to believe the film mogul Harvey Weinstein’s criminal defense firm wanted to represent th… https://t.co/uPZ43CaPRH,-0.4404,0.066,0.148,0.786
411,nytimes,06/03/2018,"""When you’re not sitting across from someone, you’re sitting across from the world."" The joys of a table for one in… https://t.co/qyojCy4Jbs",0.4939,0.138,0.0,0.862
412,nytimes,06/03/2018,On Golf: Tiger Woods Didn’t Win Again. But He Will. https://t.co/BeSbKDoH9m,0.5859,0.275,0.0,0.725
413,nytimes,06/03/2018,Show Us Your Wall: Andy Warhol in the Powder Room. Christopher Wool on the Floor. https://t.co/2wxCbQvsAb,0.0,0.0,0.0,1.0
414,nytimes,06/03/2018,There are a few low-tech tricks that can make switching time zones and taking long haul flights a little easier https://t.co/e8pEcqppJu,0.2516,0.119,0.071,0.809
415,nytimes,06/03/2018,"“If it was 5,000 dogs, there would be outrage. If it was 5,000 blonde-haired, blue-eyed women, there would be outra… https://t.co/rhAvTLU7Xx",-0.5106,0.0,0.142,0.858
416,nytimes,06/03/2018,N.B.A. Finals 2018: Cavs vs. Warriors Game 2 Updates https://t.co/RwHYfYHo23,0.0,0.0,0.0,1.0
417,nytimes,06/03/2018,A guilty pleasure for many children of the '90s: A personal pan pizza from Pizza Hut. What corporate delivery pie d… https://t.co/DHDflBQHX5,0.2263,0.151,0.114,0.735
418,nytimes,06/03/2018,Alone https://t.co/G3zzMesQUR,-0.25,0.0,0.667,0.333
419,nytimes,06/03/2018,A Soldier Died After Racist Hazing. Now His Story Is an Opera. https://t.co/7dHOsbvj6L,-0.8225,0.0,0.432,0.568
420,nytimes,06/03/2018,"Sutton Foster: ""Some people are like, 'You sing?' I’m like, 'Yes, I sing.' It drives me crazy. It’s been fascinatin… https://t.co/LPMF0SbInb",0.3818,0.205,0.098,0.697
421,nytimes,06/03/2018,Democrats Hope an Asian Influx Will Help Turn Orange County Blue https://t.co/CbKFAPnsc7,0.6808,0.359,0.0,0.641
422,nytimes,06/03/2018,"After an already rickety launch, “Solo: A Star Wars Story” took a nose-dive at the box office in its second week in… https://t.co/YB3U7nN12y",-0.5574,0.0,0.153,0.847
423,nytimes,06/03/2018,"The economy is in a sweet spot, with steady growth and broad improvement in the labor market https://t.co/lnbaMQMJn7",0.8225,0.381,0.0,0.619
424,nytimes,06/03/2018,"RT @marclacey: As California prepares to vote Tuesday, may I introduce our stellar team of NYT national correspondents based there: @adamna…",0.0,0.0,0.0,1.0
425,nytimes,06/03/2018,Here are some recommendations if you're wondering what to watch for the remainder of your weekend https://t.co/t90PQMmD9D,0.0,0.0,0.0,1.0
426,nytimes,06/03/2018,"“Something weird happened,” the president of the Yosemite Climbing Association said of the deadly fall. “There’s no… https://t.co/7ZRLy1P8FJ",-0.1779,0.0,0.091,0.909
427,nytimes,06/03/2018,"Michael Lewis is part of a growing group of A-list authors bypassing print and releasing audiobook originals, hopin… https://t.co/hom5zHaSrr",0.1779,0.091,0.0,0.909
428,nytimes,06/03/2018,“Here was Sherlock Holmes fighting off 4 attackers just round the corner from Baker Street.” https://t.co/RUl2gLJPNc,-0.7351,0.0,0.323,0.677
429,nytimes,06/03/2018,Here are some ideas for what to cook this week https://t.co/haDa1gX5yS,0.0,0.0,0.0,1.0
430,nytimes,06/03/2018,"Nearly 4 years after the chokehold death of Eric Garner and vows of greater transparency, the disciplinary history… https://t.co/G0ckyXzyXR",-0.34,0.112,0.174,0.714
431,nytimes,06/03/2018,"How Marc Jacobs fell out of fashion: He left Louis Vuitton, shrunk his business, shut most of his stores and lost h… https://t.co/wi2WV98nsj",-0.3182,0.0,0.095,0.905
432,nytimes,06/03/2018,"“I wanted to cry,” said the chief of orthopedic service at a hospital in Afghanistan, where 7 children were brought… https://t.co/oI62AFfbTw",0.0,0.0,0.0,1.0
433,nytimes,06/03/2018,"Disappear into a thriller, a romance, a cookbook or the great outdoors: Our summer reading guide has books for ever… https://t.co/uWhmLeklN3",0.802,0.364,0.076,0.56
434,nytimes,06/03/2018,"In the absence of a customs union, every single one of the thousands of trucks that pass through the British port a… https://t.co/ZRczelRCB9",0.0,0.0,0.0,1.0
435,nytimes,06/03/2018,3 women say they were led to believe the film mogul Harvey Weinstein’s criminal defense firm wanted to represent th… https://t.co/9SKeoleTIZ,-0.4404,0.066,0.148,0.786
436,nytimes,06/03/2018,"""Kanye West still has a streak of compassion and empathy, in the rare moments when he’s not thinking only of himsel… https://t.co/rEeoa7jZ5w",0.4588,0.13,0.0,0.87
437,nytimes,06/03/2018,"Planning the details of the Tump-Kim summit is very, very tricky: Who will enter the room first? Who will pay for t… https://t.co/safgULgK3j",-0.376,0.0,0.145,0.855
438,nytimes,06/03/2018,Security officials said a boat had been packed with about 180 migrants. Dozens drowned when the boat capsized. https://t.co/TDcJobhcb3,-0.3612,0.108,0.175,0.717
439,nytimes,06/03/2018,"Steven Pitt, a high-profile forensic psychiatrist, was shot dead on Thursday. Less than 24 hours later, 2 paralegal… https://t.co/Zy1uG2juvN",-0.6486,0.0,0.212,0.788
440,nytimes,06/03/2018,"RT @melbournecoal: The NYT is on the ground in districts across CA as we await the primary. I’ll be in CA-25, just north of LA, where 4 Dem…",0.1027,0.051,0.0,0.949
441,nytimes,06/03/2018,"RT @Watching: Are you already mourning ""The Americans""? Here's what to watch next: https://t.co/l1VuxJGS6k",-0.4404,0.0,0.182,0.818
442,nytimes,06/03/2018,"In Opinion

Op-Ed contributor Steve Kettmann writes, ""California doesn’t just oppose Mr. Trump; it offers a better… https://t.co/VPTf7Lv2JY",0.0,0.0,0.0,1.0
443,nytimes,06/03/2018,"RT @amyfiscus: Even when dealers are caught selling guns illegally, they routinely go unpunished by the ATF. @AliWatkins scoop https://t.co…",0.1531,0.078,0.0,0.922
444,nytimes,06/03/2018,It was Christmas Day when the 34-year-old woman acknowledged that something was really wrong. She realized she was… https://t.co/MFg0zYKT3x,-0.5256,0.0,0.159,0.841
445,nytimes,06/03/2018,Use your day off to catch up on some great reads you may have missed https://t.co/5F6T7xur5r,0.4404,0.202,0.108,0.69
446,nytimes,06/03/2018,RT @marclacey: ¿Quedarse o partir? Dos puertorriqueñas frente a una decisión https://t.co/RbZu1aWLxe via @nytimesES,0.0,0.0,0.0,1.0
447,nytimes,06/03/2018,"Here are the week’s top stories, and a look ahead https://t.co/UR0Y41WK6r",0.2023,0.167,0.0,0.833
448,nytimes,06/03/2018,"The London police have blamed a bleak rap genre, drill, for a rise in violence. They've gotten YouTube to take down… https://t.co/iR5NgPyLaF",-0.802,0.0,0.286,0.714
449,nytimes,06/03/2018,"“If it was 5,000 dogs, there would be outrage. If it was 5,000 blonde-haired, blue-eyed women, there would be outra… https://t.co/79qhh12yVB",-0.5106,0.0,0.142,0.858
450,nytimes,06/03/2018,"In Opinion

Op-Ed columnist @MaureenDowd writes that Obama ""pushed aside his loyal vice president, who was consider… https://t.co/RRwfLvDAAj",0.4767,0.154,0.0,0.846
451,nytimes,06/03/2018,"RT @NYTSports: The Warriors' explosive third-quarter runs have become a phenomenon, and nobody knows quite what to make of it. But a closer…",0.0,0.0,0.0,1.0
452,nytimes,06/03/2018,"On Saturday, Pedro Sánchez was sworn in as Spain’s new prime minister, a stunning and rapid turnaround for a man wh… https://t.co/jZSHt2632n",0.3818,0.12,0.0,0.88
453,nytimes,06/03/2018,"“He told me nobody would help me, because I don’t have papers."" Reports of domestic violence and sexual assault in… https://t.co/SLrX3XxChn",-0.7351,0.098,0.286,0.616
454,nytimes,06/03/2018,Beijing officials refused to pledge any additional purchases from the United States without an American agreement t… https://t.co/gLfzlTqbVa,-0.2565,0.124,0.213,0.663
455,nytimes,06/03/2018,"If nothing else, Jon Tester is incautious, at least compared to most of the other Senate Democrats up for re-electi… https://t.co/1H8ThOZLrm",0.0,0.0,0.0,1.0
456,nytimes,06/03/2018,"President Bashar al-Assad of Syria plans to visit North Korea’s leader, Kim Jong-un, the North’s state-run news med… https://t.co/le82t3KpYc",0.0,0.0,0.0,1.0
457,nytimes,06/03/2018,RT @marclacey: “Editor’s note: This article was published without a byline and photo credits to protect the journalist’s safety. “ https://…,0.7845,0.331,0.0,0.669
458,nytimes,06/03/2018,Widely different estimates of Hurricane Maria’s death toll in Puerto Rico have led to confusion. Here is a guide to… https://t.co/Ido3ZF11in,-0.7269,0.0,0.253,0.747
459,nytimes,06/03/2018,"Many women with breast cancer can skip chemotherapy, a study found. “We can spare thousands and thousands of women… https://t.co/TXDafLWE2D",-0.6597,0.0,0.196,0.804
460,nytimes,06/03/2018,"RT @marclacey: California is about to hold a key primary election that will affect the direction of the state, and the nation. To follow ou…",0.0,0.0,0.0,1.0
461,nytimes,06/03/2018,"A 20-page letter from President Trump's lawyers to Robert Mueller, obtained by The New York Times, argues that the… https://t.co/ybw1yuh4Md",-0.3818,0.0,0.126,0.874
462,nytimes,06/03/2018,We invited a group of New York Times journalists who happen to possess the anatomy in question to pick apart the co… https://t.co/o9IMFDmzmK,0.0,0.0,0.0,1.0
463,nytimes,06/03/2018,Assad Said to Plan Meeting With North Korea’s Leader https://t.co/Lfku9w7iWs,0.0,0.0,0.0,1.0
